threshold,sensitivity,specificity
4.484999999999999,0.3617021276595745,0.9748059065306743
4.525,0.36103723404255317,0.9748820216166845
4.555,0.3603723404255319,0.9749581367026945
4.574999999999999,0.35970744680851063,0.9749581367026945
4.595,0.35970744680851063,0.9750342517887045
4.619999999999999,0.35970744680851063,0.9751103668747145
4.645,0.35904255319148937,0.9751103668747145
4.66,0.35904255319148937,0.9751864819607247
4.68,0.35904255319148937,0.9752625970467347
4.705,0.3583776595744681,0.9753387121327447
4.73,0.35771276595744683,0.9753387121327447
4.76,0.35771276595744683,0.9754148272187547
4.785,0.35638297872340424,0.9754148272187547
4.8100000000000005,0.355718085106383,0.9754148272187547
4.835,0.3550531914893617,0.9754909423047649
4.85,0.3550531914893617,0.9755670573907749
4.865,0.35438829787234044,0.9755670573907749
4.875,0.3537234042553192,0.9755670573907749
4.885,0.3537234042553192,0.9756431724767849
4.895,0.3537234042553192,0.9757192875627949
4.905,0.35305851063829785,0.9757192875627949
4.92,0.3517287234042553,0.975795402648805
4.9350000000000005,0.35106382978723405,0.975795402648805
4.945,0.3503989361702128,0.975795402648805
4.970000000000001,0.3497340425531915,0.975795402648805
5.015000000000001,0.3490691489361702,0.975795402648805
5.045,0.3484042553191489,0.975795402648805
5.055,0.3484042553191489,0.9758715177348151
5.074999999999999,0.3484042553191489,0.9759476328208251
5.1,0.3484042553191489,0.9760237479068351
5.115,0.3484042553191489,0.9760998629928452
5.145,0.34773936170212766,0.9760998629928452
5.1899999999999995,0.3470744680851064,0.9760998629928452
5.215,0.3464095744680851,0.9760998629928452
5.225,0.34574468085106386,0.9760998629928452
5.235,0.34507978723404253,0.9760998629928452
5.25,0.34441489361702127,0.9761759780788553
5.265,0.34441489361702127,0.9762520931648653
5.285,0.34242021276595747,0.9763282082508753
5.305,0.34175531914893614,0.9764043233368853
5.3149999999999995,0.3410904255319149,0.9764043233368853
5.325,0.33976063829787234,0.9764043233368853
5.355,0.3390957446808511,0.9764043233368853
5.385,0.3384308510638298,0.9764043233368853
5.404999999999999,0.3384308510638298,0.9764804384228954
5.425,0.3384308510638298,0.9765565535089055
5.4399999999999995,0.3377659574468085,0.9766326685949155
5.465,0.3371010638297872,0.9766326685949155
5.495,0.33643617021276595,0.9767848987669356
5.515,0.3357712765957447,0.9767848987669356
5.529999999999999,0.33444148936170215,0.9767848987669356
5.55,0.33444148936170215,0.9768610138529457
5.585,0.3337765957446808,0.9769371289389557
5.615,0.33311170212765956,0.9769371289389557
5.635,0.33311170212765956,0.9770132440249657
5.675000000000001,0.3324468085106383,0.9770132440249657
5.71,0.3324468085106383,0.9770893591109758
5.744999999999999,0.331781914893617,0.9770893591109758
5.805,0.33111702127659576,0.9770893591109758
5.845,0.3304521276595745,0.9770893591109758
5.855,0.32978723404255317,0.9770893591109758
5.865,0.3291223404255319,0.9770893591109758
5.890000000000001,0.32845744680851063,0.9770893591109758
5.92,0.32845744680851063,0.9772415892829959
5.9399999999999995,0.32845744680851063,0.9773177043690059
5.955,0.3271276595744681,0.9773177043690059
5.965,0.32646276595744683,0.977393819455016
5.984999999999999,0.3257978723404255,0.977393819455016
6.01,0.324468085106383,0.977393819455016
6.045,0.324468085106383,0.977469934541026
6.075,0.3238031914893617,0.977469934541026
6.085,0.3238031914893617,0.9775460496270361
6.1,0.32313829787234044,0.9776221647130461
6.130000000000001,0.32313829787234044,0.9777743948850662
6.165,0.3224734042553192,0.9777743948850662
6.1899999999999995,0.3224734042553192,0.9778505099710763
6.21,0.32180851063829785,0.9778505099710763
6.234999999999999,0.32180851063829785,0.9779266250570863
6.265000000000001,0.3211436170212766,0.9780027401430964
6.305,0.3211436170212766,0.9780788552291064
6.335,0.3211436170212766,0.9782310854011265
6.35,0.3211436170212766,0.9783833155731466
6.375,0.3204787234042553,0.9783833155731466
6.395,0.31981382978723405,0.9783833155731466
6.41,0.3191489361702128,0.9783833155731466
6.43,0.3184840425531915,0.9784594306591566
6.445,0.3184840425531915,0.9785355457451667
6.455,0.3184840425531915,0.9786116608311768
6.465,0.3178191489361702,0.9786116608311768
6.484999999999999,0.3171542553191489,0.9786116608311768
6.505,0.3171542553191489,0.9786877759171868
6.525,0.31648936170212766,0.9786877759171868
6.555,0.3158244680851064,0.9787638910031968
6.575,0.3151595744680851,0.9788400060892068
6.59,0.3151595744680851,0.978992236261227
6.615,0.3151595744680851,0.979068351347237
6.640000000000001,0.3151595744680851,0.979144466433247
6.675000000000001,0.3151595744680851,0.9792205815192572
6.715,0.3151595744680851,0.9792966966052672
6.735,0.31449468085106386,0.9792966966052672
6.745,0.31316489361702127,0.9792966966052672
6.76,0.3125,0.9792966966052672
6.775,0.31183510638297873,0.9792966966052672
6.785,0.31050531914893614,0.9792966966052672
6.8100000000000005,0.31050531914893614,0.9793728116912772
6.835,0.31050531914893614,0.9794489267772872
6.85,0.31050531914893614,0.9795250418632973
6.875,0.3098404255319149,0.9795250418632973
6.895,0.3098404255319149,0.9796011569493074
6.925000000000001,0.3091755319148936,0.9796011569493074
6.970000000000001,0.30851063829787234,0.9796011569493074
7.025,0.30851063829787234,0.9796772720353174
7.074999999999999,0.3078457446808511,0.9797533871213274
7.12,0.3078457446808511,0.9798295022073374
7.18,0.3065159574468085,0.9799056172933476
7.215,0.3065159574468085,0.9799817323793576
7.225,0.3065159574468085,0.9800578474653676
7.235,0.3065159574468085,0.9801339625513776
7.245,0.3058510638297872,0.9801339625513776
7.26,0.30518617021276595,0.9801339625513776
7.275,0.3045212765957447,0.9802100776373878
7.285,0.3038563829787234,0.9802100776373878
7.33,0.30319148936170215,0.9802100776373878
7.375,0.3025265957446808,0.9802100776373878
7.390000000000001,0.30186170212765956,0.9802861927233978
7.43,0.3011968085106383,0.9802861927233978
7.48,0.3011968085106383,0.9803623078094078
7.51,0.300531914893617,0.9803623078094078
7.525,0.29986702127659576,0.9803623078094078
7.550000000000001,0.2992021276595745,0.9803623078094078
7.59,0.2992021276595745,0.9804384228954178
7.615,0.2992021276595745,0.980514537981428
7.625,0.29853723404255317,0.980514537981428
7.635,0.2978723404255319,0.980514537981428
7.66,0.2978723404255319,0.980666768153448
7.6899999999999995,0.29720744680851063,0.980666768153448
7.71,0.29654255319148937,0.980666768153448
7.74,0.2958776595744681,0.980666768153448
7.765,0.2958776595744681,0.980742883239458
7.775,0.2945478723404255,0.9808189983254681
7.795,0.2945478723404255,0.9808951134114782
7.83,0.29388297872340424,0.9808951134114782
7.855,0.29388297872340424,0.9809712284974882
7.885,0.293218085106383,0.9809712284974882
7.925000000000001,0.293218085106383,0.9810473435834982
7.95,0.2925531914893617,0.9810473435834982
7.975,0.29188829787234044,0.9810473435834982
8.01,0.2912234042553192,0.9811234586695083
8.05,0.29055851063829785,0.9811234586695083
8.075,0.29055851063829785,0.9811995737555184
8.09,0.29055851063829785,0.9812756888415284
8.11,0.2898936170212766,0.9812756888415284
8.145,0.2892287234042553,0.9812756888415284
8.18,0.28856382978723405,0.9812756888415284
8.195,0.28856382978723405,0.9813518039275384
8.215,0.2878989361702128,0.9814279190135485
8.29,0.2872340425531915,0.9814279190135485
8.365,0.2872340425531915,0.9815040340995586
8.455,0.2872340425531915,0.9815801491855686
8.535,0.2865691489361702,0.9815801491855686
8.545,0.2859042553191489,0.9815801491855686
8.585,0.2859042553191489,0.9816562642715786
8.625,0.2859042553191489,0.9817323793575887
8.645,0.2859042553191489,0.9818084944435987
8.665,0.2859042553191489,0.9818846095296088
8.675,0.2845744680851064,0.9818846095296088
8.73,0.2839095744680851,0.9818846095296088
8.785,0.2839095744680851,0.9819607246156188
8.795,0.2839095744680851,0.9820368397016289
8.805,0.28324468085106386,0.9820368397016289
8.83,0.28257978723404253,0.9820368397016289
8.86,0.28257978723404253,0.9821129547876389
8.875,0.28191489361702127,0.9821129547876389
8.940000000000001,0.28191489361702127,0.982189069873649
9.045,0.28125,0.982341300045669
9.094999999999999,0.28125,0.9824174151316791
9.115,0.28058510638297873,0.9824174151316791
9.165,0.28058510638297873,0.9824935302176891
9.205,0.27992021276595747,0.9824935302176891
9.24,0.27992021276595747,0.9825696453036992
9.274999999999999,0.27925531914893614,0.9826457603897092
9.3,0.27925531914893614,0.9827218754757193
9.34,0.2785904255319149,0.9827218754757193
9.370000000000001,0.2779255319148936,0.9827218754757193
9.415,0.2779255319148936,0.9827979905617293
9.46,0.27726063829787234,0.9828741056477394
9.485,0.2759308510638298,0.9828741056477394
9.515,0.2759308510638298,0.9829502207337494
9.545,0.2752659574468085,0.9829502207337494
9.620000000000001,0.2752659574468085,0.9830263358197595
9.7,0.2752659574468085,0.9831024509057695
9.725000000000001,0.2752659574468085,0.9831785659917796
9.735,0.2752659574468085,0.9832546810777896
9.76,0.2752659574468085,0.9834069112498097
9.79,0.2752659574468085,0.9834830263358197
9.81,0.2746010638297872,0.9834830263358197
9.825,0.27393617021276595,0.9834830263358197
9.835,0.27393617021276595,0.9835591414218298
9.855,0.2732712765957447,0.9835591414218298
9.885,0.2726063829787234,0.9836352565078399
9.91,0.2726063829787234,0.9837113715938499
9.955,0.2726063829787234,0.9837874866798599
9.995000000000001,0.27194148936170215,0.9837874866798599
10.05,0.2712765957446808,0.98386360176587
10.149999999999999,0.27061170212765956,0.9839397168518801
10.25,0.2699468085106383,0.9840158319378901
10.350000000000001,0.269281914893617,0.9840158319378901
10.45,0.269281914893617,0.9840919470239001
10.55,0.26861702127659576,0.9840919470239001
10.649999999999999,0.26728723404255317,0.9840919470239001
10.75,0.26396276595744683,0.9840919470239001
10.850000000000001,0.26263297872340424,0.9841680621099101
10.95,0.2613031914893617,0.9842441771959203
11.05,0.25930851063829785,0.9843202922819303
11.149999999999999,0.25930851063829785,0.9844725224539503
11.25,0.2579787234042553,0.9846247526259705
11.350000000000001,0.25731382978723405,0.9847769827979905
11.5,0.2566489361702128,0.9849292129700107
11.649999999999999,0.2546542553191489,0.9851575582280409
11.75,0.2533244680851064,0.9851575582280409
11.850000000000001,0.2526595744680851,0.9853097884000609
11.95,0.2526595744680851,0.9853859034860709
12.1,0.25199468085106386,0.9853859034860709
12.25,0.25,0.9854620185720809
12.350000000000001,0.25,0.9855381336580911
12.45,0.24933510638297873,0.9856903638301111
12.6,0.24867021276595744,0.9857664789161211
12.75,0.2473404255319149,0.9857664789161211
12.850000000000001,0.24534574468085107,0.9858425940021313
12.95,0.2440159574468085,0.9858425940021313
13.05,0.24335106382978725,0.9859948241741513
13.149999999999999,0.24202127659574468,0.9860709392601613
13.25,0.24202127659574468,0.9862231694321815
13.350000000000001,0.24135638297872342,0.9863753996042015
13.45,0.24135638297872342,0.9864515146902116
13.6,0.24069148936170212,0.9865276297762217
13.75,0.2386968085106383,0.9866798599482417
13.850000000000001,0.23736702127659576,0.9867559750342518
13.95,0.2360372340425532,0.9868320901202619
14.2,0.23470744680851063,0.9869082052062719
14.45,0.23337765957446807,0.9869082052062719
14.55,0.23204787234042554,0.9869082052062719
14.7,0.23138297872340424,0.9869843202922819
14.850000000000001,0.2300531914893617,0.9869843202922819
14.95,0.2300531914893617,0.987060435378292
15.05,0.22872340425531915,0.987136550464302
15.149999999999999,0.22672872340425532,0.987136550464302
